Name;Postanschrift;Hausanschrift;E-Mail;Web;Telefon;Fax
Landgericht  Gießen ;"Landgericht  Gießen 
Postfach 11 16 04
35387 Gießen";"Landgericht  Gießen 
Ostanlage 15
35390 Gießen";verwaltung@lg-giessen.justiz.hessen.de;http://www.lg-giessen.justiz.hessen.de;(0641)9340;(0641)9341441
Landgericht  Görlitz ;"Landgericht  Görlitz 
Postfach 30 05 52
02810 Görlitz";"Landgericht  Görlitz 
Postplatz 18
02826 Görlitz";verwaltung-p@lggr.justiz.sachsen.de;http://www.justiz.sachsen.de;(03581)469-0;(03581)469-1919
Landgericht  Göttingen ;"Landgericht  Göttingen 
Postfach 26 28
37016 Göttingen";"Landgericht  Göttingen 
Berliner Straße 8
37073 Göttingen";poststelle@lg-goe.niedersachsen.de;http://www.landgericht-goettingen.niedersachsen.de;(0551)4030;(0551)4031250
Amtsgericht Dillenburg Zweigstelle Herborn;"Amtsgericht Dillenburg Zweigstelle Herborn
Postfach 19 61
35729 Herborn";"Amtsgericht Dillenburg Zweigstelle Herborn
Westerwaldstraße 16
35745 Herborn";verwaltung@ag-dillenburg.justiz.hessen.de;http://www.ag-dillenburg.justiz.hessen.de;(02772)50060;(02772)500633
Amtsgericht Gardelegen ;"Amtsgericht Gardelegen 
Postfach 1352/53
39631 Hansestadt Gardelegen";"Amtsgericht Gardelegen 
Bahnhofstraße 29
39638 Hansestadt Gardelegen";Poststelle@ag-ga.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/ag-ga;(03907)7000;(03907)710145
Amtsgericht Hagen ;"Amtsgericht Hagen 
Postfach 1 20
58001 Hagen";"Amtsgericht Hagen 
Heinitzstraße 42 und 44
58097 Hagen";poststelle@ag-hagen.nrw.de;http://www.ag-hagen.nrw.de;(02331)9850;(02331)985578
Amtsgericht Hagenow ;"Amtsgericht Hagenow 
Postfach 14
19221 Hagenow";"Amtsgericht Hagenow 
Möllner Straße 51a
19230 Hagenow";verwaltung@ag-hagenow.mv-justiz.de;;(03883)61700;(03883)617047
Amtsgericht Hainichen ;Amtsgericht Hainichen ;"Amtsgericht Hainichen 
Friedelstraße 4
09661 Hainichen";verwaltung-aghc@aghc.justiz.sachsen.de;http://www.justiz.sachsen.de;(037207)630;(037207)63112
Amtsgericht Halberstadt ;"Amtsgericht Halberstadt 
Postfach 15 41
38805 Halberstadt";"Amtsgericht Halberstadt 
Richard-Wagner-Straße 52
38820 Halberstadt";Poststelle@ag-hbs.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/ag-hbs;(03941)6700;(03941)670272
Amtsgericht Haldensleben ;"Amtsgericht Haldensleben 
Postfach 10 01 51
39331 Haldensleben";"Amtsgericht Haldensleben 
Stendaler Straße 18
39340 Haldensleben";Poststelle@ag-hdl.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/ag-hdl;(03904)47130;(03904)4713101
Amtsgericht Halle (Saale);"Amtsgericht Halle (Saale)
06095 Halle (Saale)";"Amtsgericht Halle (Saale)
Thüringer Straße 16
06112 Halle (Saale)";Poststelle@ag-hal.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/ag-hal;(0345)2200;(0345)2205030
Amtsgericht Halle (Westf.);"Amtsgericht Halle (Westf.)
Postfach 11 51
33776 Halle (Westf.)";"Amtsgericht Halle (Westf.)
Lange Straße 46
33790 Halle (Westf.)";poststelle@ag-halle.nrw.de;http://www.ag-halle.nrw.de;(05201)81320;(05201)813220
Amtsgericht Hamburg;"Amtsgericht Hamburg
20348 Hamburg";"Amtsgericht Hamburg
Sievekingplatz 1
20355 Hamburg";-;http://www.amtsgericht.hamburg.de;(040)42828-0;(040)428434318 /19
Amtsgericht Hamburg- Wandsbek;"Amtsgericht Hamburg- Wandsbek
Postfach 70 01 09
22001 Hamburg";"Amtsgericht Hamburg- Wandsbek
Schädlerstraße 28
22041 Hamburg";-;http://www.amtsgericht-wandsbek.hamburg.de;(040)42828-0;(040)428812942
Amtsgericht Hamburg-Altona ;"Amtsgericht Hamburg-Altona 
Postfach 50 01 22
22701 Hamburg";"Amtsgericht Hamburg-Altona 
Max-Brauer-Allee 91
22765 Hamburg";PoststelleAGAltona@ag.justiz.hamburg.de;http://www.amtsgericht-altona.hamburg.de;(040)42828-0;(040)428111728
Amtsgericht Hamburg-Barmbek ;"Amtsgericht Hamburg-Barmbek 
Postfach 76 01 20
22051 Hamburg";"Amtsgericht Hamburg-Barmbek 
Spohrstraße 6
22083 Hamburg";-;http://www.amtsgericht-barmbek.hamburg.de;(040)42828-0;(040)428636618
Amtsgericht Hamburg-Bergedorf;"Amtsgericht Hamburg-Bergedorf
Postfach 80 02 40
21002 Hamburg";"Amtsgericht Hamburg-Bergedorf
Ernst-Mantius-Straße 8
21029 Hamburg";-;http://www.amtsgericht-bergedorf.hamburg.de;(040)42828-0;(040)428912916
Amtsgericht Hamburg-Blankenese;"Amtsgericht Hamburg-Blankenese
Postfach 55 01 20
22561 Hamburg";"Amtsgericht Hamburg-Blankenese
Dormienstraße 7
22587 Hamburg";-;http://www.amtsgericht-blankenese.hamburg.de;(040) 42828-0;(040) 428115270
Amtsgericht Hamburg-Harburg ;"Amtsgericht Hamburg-Harburg 
Postfach 90 01 61
21041 Hamburg";"Amtsgericht Hamburg-Harburg 
Buxtehuder Straße 9
21073 Hamburg";-;http://www.amtsgericht-harburg.hamburg.de;(040)42828-0;(040)428713668
Amtsgericht Hamburg-St. Georg;"Amtsgericht Hamburg-St. Georg
Postfach 10 03 21
20002 Hamburg";"Amtsgericht Hamburg-St. Georg
Lübeckertordamm 4
20099 Hamburg";GemAnnahmestelleHdGAGStGeorg@ag.justiz.hamburg.de;http://www.amtsgericht-st-georg.hamburg.de;(040)42828-0;(040)428437219
Amtsgericht Hameln ;"Amtsgericht Hameln 
Postfach 10 13 13
31763 Hameln";"Amtsgericht Hameln 
Zehnthof 1
31785 Hameln";AGHM-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-hameln.niedersachsen.de;(05151)7960;(05151)796166
Amtsgericht Hamm ;"Amtsgericht Hamm 
Postfach 11 41
59061 Hamm";"Amtsgericht Hamm 
Borbergstraße 1
59065 Hamm";poststelle@ag-hamm.nrw.de;http://www.ag-hamm.nrw.de;(02381)9090;(02381)909222
Amtsgericht Hanau ;"Amtsgericht Hanau 
Postfach 16 69
63406 Hanau";"Amtsgericht Hanau 
Nussallee 17
63450 Hanau";verwaltung@ag-hanau.justiz.hessen.de;http://www.ag-hanau.justiz.hessen.de;(06181)2970;(06181)297440
Amtsgericht Hann. Münden ;"Amtsgericht Hann. Münden 
Postfach 11 04
34331 Hann. Münden";"Amtsgericht Hann. Münden 
Schloßplatz 9
34346 Hann. Münden";poststelle@ag-hmue.niedersachsen.de;http://www.amtsgericht-hann-muenden.niedersachsen.de;(05541)98810;(05541)9881-13
Amtsgericht Hannover ;"Amtsgericht Hannover 
Postfach 2 27
30002 Hannover";"Amtsgericht Hannover 
Volgersweg 1
30175 Hannover";agh-poststelle@justiz.niedersachsen.de;http://www.amtsgericht-hannover.niedersachsen.de;(0511)3470;(0511)3472723
Amtsgericht Haßfurt ;"Amtsgericht Haßfurt 
Postfach 11 11
97428 Haßfurt";"Amtsgericht Haßfurt 
Zwerchmaingasse 18
97437 Haßfurt";Poststelle@ag-has.bayern.de;http://www.justiz.bayern.de/gericht/ag/has;(09521) 94420;(09521) 9442500
Amtsgericht Hattingen ;"Amtsgericht Hattingen 
Postfach 80 01 53
45501 Hattingen";"Amtsgericht Hattingen 
Bahnhofstraße 9
45525 Hattingen";poststelle@ag-hattingen.nrw.de;http://www.ag-hattingen.nrw.de;(02324)5050;(02324)53923
Amtsgericht Hechingen ;"Amtsgericht Hechingen 
Postfach
72375 Hechingen";"Amtsgericht Hechingen 
Heiligkreuzstraße 9
72379 Hechingen";Posstelle@aghechingen.justiz.bwl.de;;(07471) 9440;(07471) 944350+351
Amtsgericht Heidelberg;"Amtsgericht Heidelberg
Postfach 10 12 20
69002 Heidelberg";"Amtsgericht Heidelberg
Kurfürstenanlage 19 (nur Strafabteilung) - Czernyring 22/10-12 (alle übrigen Abteilungen)
69115 Heidelberg";Poststelle@agheidelberg.justiz.bwl.de;;(06221) 590;(06221) 591350
Amtsgericht Heidenheim a. d. Brenz;"Amtsgericht Heidenheim a. d. Brenz
Postfach 11 20
89501 Heidenheim a. d. Brenz";"Amtsgericht Heidenheim a. d. Brenz
Olgastraße 22
89518 Heidenheim a. d. Brenz";Poststelle@agheidenheim.justiz.bwl.de;;(07321) 380;(07321) 381234
Amtsgericht Heilbad Heiligenstadt;"Amtsgericht Heilbad Heiligenstadt
Postfach 12 53
37303 Heilbad Heiligenstadt";"Amtsgericht Heilbad Heiligenstadt
Wilhelmstraße 43
37308 Heilbad Heiligenstadt";Poststelle@aghig.thueringen.de;;(03606)50720;(03606)5072222
Amtsgericht Heilbronn;"Amtsgericht Heilbronn
74064 Heilbronn";"Amtsgericht Heilbronn
Wilhelmstraße 2-6
74072 Heilbronn";Poststelle@agheilbronn.justiz.bwl.de;;(07131) 641;(07131) 643028
Amtsgericht Heinsberg ;"Amtsgericht Heinsberg 
Postfach 13 40
52517 Heinsberg";"Amtsgericht Heinsberg 
Schafhausener Straße 47
52525 Heinsberg";poststelle@ag-heinsberg.nrw.de;http://www.ag-heinsberg.nrw.de;(02452)1090;(02452)109299
Amtsgericht Helmstedt ;"Amtsgericht Helmstedt 
Postfach 14 20
38334 Helmstedt";"Amtsgericht Helmstedt 
Stobenstraße 5
38350 Helmstedt";poststelle@ag-he.niedersachsen.de;http://www.amtsgericht-helmstedt.niedersachsen.de;(05351)12030;(05351)120350
Amtsgericht Herford ;"Amtsgericht Herford 
Postfach 11 51
32001 Herford";"Amtsgericht Herford 
Auf der Freiheit 7
32052 Herford";poststelle@ag-herford.nrw.de;http://www.ag-herford.nrw.de;(05221)1660;(05221)166112
Amtsgericht Hermeskeil ;"Amtsgericht Hermeskeil 
Postfach 11 63
54401 Hermeskeil";"Amtsgericht Hermeskeil 
Trierer Straße 43
54411 Hermeskeil";AGHER@ko.jm.rlp.de;http://http://www.mjv.rlp.de/Gerichte/Ordentliche-Gerichte/Amtsgerichte/Hermeskeil/;(06503)91490;(06503)914925
Amtsgericht Herne ;"Amtsgericht Herne 
Postfach 10 11 29
44601 Herne";"Amtsgericht Herne 
Friedrich-Ebert-Platz 1
44623 Herne";poststelle@ag-herne.nrw.de;http://www.ag-herne.nrw.de;(02323)14080;(02323)140885
Amtsgericht Herne-Wanne ;"Amtsgericht Herne-Wanne 
Postfach 20 01 62
44631 Herne";"Amtsgericht Herne-Wanne 
Hauptstraße 129
44651 Herne";poststelle@ag-hernewanne.nrw.de;http://www.ag-hernewanne.nrw.de;(02325)6900;(02325)69050
Amtsgericht Hersbruck ;"Amtsgericht Hersbruck 
Postfach 206
91211 Hersbruck";"Amtsgericht Hersbruck 
Schloßplatz 1
91217 Hersbruck";Poststelle@ag-heb.bayern.de;;(09151)7330;(09151)733300
Amtsgericht Herzberg am Harz ;"Amtsgericht Herzberg am Harz 
Postfach 14 61
37404 Herzberg am Harz";"Amtsgericht Herzberg am Harz 
Schloß 4
37412 Herzberg am Harz";poststelle@ag-hg.niedersachsen.de;http://www.amtsgericht-herzberg.niedersachsen.de;(05521)89550;(05521)5653
Amtsgericht Hildburghausen ;"Amtsgericht Hildburghausen 
Postfach 12 50
98642 Hildburghausen";"Amtsgericht Hildburghausen 
Johann-Sebastian-Bach-Str. 2
98646 Hildburghausen";Poststelle@aghbn.thueringen.de;;(03685)7790;(03685)779-197
Amtsgericht Hildesheim ;"Amtsgericht Hildesheim 
Postfach 10 01 61
31101 Hildesheim";"Amtsgericht Hildesheim 
Kaiserstraße 60
31134 Hildesheim";AGHI-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-hildesheim.niedersachsen.de;(05121)9680;(05121)968257
Amtsgericht Hof/ Saale ;"Amtsgericht Hof/ Saale 
Postfach 11 49
95010 Hof/ Saale";"Amtsgericht Hof/ Saale 
Berliner Platz 1
95030 Hof/ Saale";Poststelle@ag-hof.bayern.de;http://www.justiz.bayern.de/gericht/ag/ho;(09281)6000;(09281)600372
Amtsgericht Hohenstein-Ernstthal;"Amtsgericht Hohenstein-Ernstthal
Postfach 72
09332 Hohenstein-Ernstthal";"Amtsgericht Hohenstein-Ernstthal
Conrad-Clauß-Straße 11
09337 Hohenstein-Ernstthal";verwaltung-p@aghot.justiz.sachsen.de;http://www.justiz.sachsen.de;(03723)4930;(03723)493444
Amtsgericht Holzminden ;"Amtsgericht Holzminden 
Postfach
37601 Holzminden";"Amtsgericht Holzminden 
Karlstraße 15
37603 Holzminden";AGHOL-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-holzminden.niedersachsen.de;(05531)121700;(05531)121777
Amtsgericht Homburg ;"Amtsgericht Homburg 
Postfach 10 53 u. 10 54
66401 Homburg";"Amtsgericht Homburg 
Zweibrücker Straße 24
66424 Homburg";poststelle@aghom.justiz.saarland.de;http://www.ag-hom.saarland.de;(06841)92280;(06841)9228210
Amtsgericht Horb am Neckar ;Amtsgericht Horb am Neckar ;"Amtsgericht Horb am Neckar 
Marktplatz 22
72160 Horb am Neckar";Poststelle@aghorb.justiz.bwl.de;;(07451) 55180;(07451) 551840
Amtsgericht Höxter ;"Amtsgericht Höxter 
Postfach 10 01 45
37651 Höxter";"Amtsgericht Höxter 
Möllingerstraße 8
37671 Höxter";poststelle@ag-hoexter.nrw.de;http://www.ag-hoexter.nrw.de;(05271)979020;(05271)9790230
Amtsgericht Hoyerswerda ;Amtsgericht Hoyerswerda ;"Amtsgericht Hoyerswerda 
Pforzheimer Platz 2
02977 Hoyerswerda";verwaltung-p@aghoy.justiz.sachsen.de;http://www.justiz.sachsen.de;(03571)4713;(03571)471558
Amtsgericht Hünfeld ;"Amtsgericht Hünfeld 
Postfach
36084 Hünfeld";"Amtsgericht Hünfeld 
Hauptstraße 24
36088 Hünfeld";poststelle@ag-huenfeld.justiz.hessen.de;http://www.ag-huenfeld.justiz.hessen.de;(06652)60001;(06652)600222
Amtsgericht Husum ;"Amtsgericht Husum 
Postfach 11 10
25801 Husum";"Amtsgericht Husum 
Theodor-Storm-Straße 5
25813 Husum";verwaltung@ag-husum.landsh.de;http://www.ag-husum.schleswig-holstein.de;(04841)6930;(04841)693100
Amtsgericht Kassel Zweigstelle Hofgeismar;"Amtsgericht Kassel Zweigstelle Hofgeismar
Postfach 13 47
34363 Hofgeismar";"Amtsgericht Kassel Zweigstelle Hofgeismar
Friedrich-Pfaff-Straße 8
34369 Hofgeismar";verwaltung@ag-kassel.justiz.hessen.de;http://www.ag-kassel.justiz.hessen.de;(05671)99950;(05671)999512
Amtsgericht Limburg a.d.Lahn Zweigstelle Hadamar;"Amtsgericht Limburg a.d.Lahn Zweigstelle Hadamar
Postfach 11 69
65583 Hadamar";"Amtsgericht Limburg a.d.Lahn Zweigstelle Hadamar
Gymnasiumstraße 2
65589 Hadamar";verwaltung@ag-limburg.justiz.hessen.de;http://www.ag-limburg.justiz.hessen.de;(06433)91240;(06433)912444
Amtsgericht Nienburg Zweigstelle Hoya;"Amtsgericht Nienburg Zweigstelle Hoya
Postfach 11 61
27314 Hoja";"Amtsgericht Nienburg Zweigstelle Hoya
Schlossplatz 4
27318 Hoya";agni-poststelle@justiz.niedersachsen.de;http://www.amtsgericht-nienburg.niedersachsen.de;(04251)67260;(04251672626
Amtsgericht Salzwedel ;"Amtsgericht Salzwedel 
Postfach 11 41
29401 Hansestadt Salzwedel";"Amtsgericht Salzwedel 
Burgstraße 68
29410 Hansestadt Salzwedel";Poststelle@ag-saw.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/ag-saw;(03901)8440;(03901)844149
Hanseatisches Oberlandesgericht Hamburg;"Hanseatisches Oberlandesgericht Hamburg
20348 Hamburg";"Hanseatisches Oberlandesgericht Hamburg
Sievekingplatz 2
20355 Hamburg";Poststelle@olg.justiz.hamburg.de;http://www.oberlandesgericht.hamburg.de;(040)42828-0;(040)428434097
Landgericht  Hagen ;"Landgericht  Hagen 
Postfach 1 80
58001 Hagen";"Landgericht  Hagen 
Heinitzstraße 42
58097 Hagen";poststelle@lg-hagen.nrw.de;http://www.lg-hagen.nrw.de;(02331)9850;(02331)985585
Landgericht  Halle ;"Landgericht  Halle 
Postfach 10 02 59
06141 Halle (Saale)";"Landgericht  Halle 
Hansering 13
06108 Halle (Saale)";Poststelle@lag-hal.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/lg-hal;(0345)2200;(0345)2203379
Landgericht  Hamburg;"Landgericht  Hamburg
Postfach 30 01 21
20348 Hamburg";"Landgericht  Hamburg
Sievekingplatz 1
20355 Hamburg";poststelle@lg.justiz.hamburg.de;http://www.landgericht.hamburg.de;(040)42828-0;(040)428434318 /19
Landgericht  Hanau ;"Landgericht  Hanau 
63406 Hanau";"Landgericht  Hanau 
Nussallee 17
63450 Hanau";verwaltung@lg-hanau.justiz.hessen.de;http://www.lg-hanau.justiz.hessen.de;(06181)2970;(06181)297203
Landgericht  Hannover ;"Landgericht  Hannover 
Postfach 37 29
30037 Hannover";"Landgericht  Hannover 
Volgersweg 65
30175 Hannover";lgh-poststelle@justiz.niedersachsen.de;http://www.landgericht-hannover.niedersachsen.de;(0511)3470;(0511)3472772
Landgericht  Hechingen ;"Landgericht  Hechingen 
72375 Hechingen";"Landgericht  Hechingen 
Heiligkreuzstraße 9
72379 Hechingen";Poststelle@lghechingen.justiz.bwl.de;;(07471) 9440;(07471) 944104
Landgericht  Heidelberg;"Landgericht  Heidelberg
Postfach 10 37 69
69027 Heidelberg";"Landgericht  Heidelberg
Kurfürstenanlage 21
69115 Heidelberg";Poststelle@lgheidelberg.justiz.bwl.de;;(06221) 590;(06221) 591213
Landgericht  Heilbronn ;"Landgericht  Heilbronn 
Postfach 25 55
74015 Heilbronn";"Landgericht  Heilbronn 
Wilhelmstraße 8
74072 Heilbronn";Poststelle@lgheilbronn.justiz.bwl.de;;(07131) 641;(07131) 643040
Landgericht  Hildesheim ;"Landgericht  Hildesheim 
Postfach 10 08 55
31108 Hildesheim";"Landgericht  Hildesheim 
Kaiserstraße 60
31134 Hildesheim";LGHI-Verwaltungspoststelle@justiz.niedersachsen.de;http://www.landgericht-hildesheim.niedersachsen.de;(05121)9680;(05121)968218
Landgericht  Hof/ Saale ;"Landgericht  Hof/ Saale 
Postfach 13 07
95012 Hof/ Saale";"Landgericht  Hof/ Saale 
Berliner Platz 1
95030 Hof/ Saale";Poststelle@lg-ho.bayern.de;http://www.justiz.bayern.de/gericht/lg/ho;(09281)6000;(09281)600199
Oberlandesgericht Hamm ;"Oberlandesgericht Hamm 
Postfach 21 03
59061 Hamm";"Oberlandesgericht Hamm 
Heßlerstraße 53
59065 Hamm";poststelle@olg-hamm.nrw.de;http://www.olg-hamm.nrw.de;(02381)2720;(02381)272518
Amtsgericht Arnstadt Zweigstelle Ilmenau;"Amtsgericht Arnstadt Zweigstelle Ilmenau
Postfach 10 07 51
98684 Ilmenau";"Amtsgericht Arnstadt Zweigstelle Ilmenau
Wallgraben 8
98693 Ilmenau";Poststelle@agil.thueringen.de;;(03677)64350;(03677)62892
Amtsgericht Ibbenbüren ;"Amtsgericht Ibbenbüren 
Postfach 11 62
49461 Ibbenbüren";"Amtsgericht Ibbenbüren 
Münsterstraße 35
49477 Ibbenbüren";poststelle@ag-ibbenbueren.nrw.de;http://www.ag-ibbenbueren.nrw.de;(05451)9260;(05451)926100
Amtsgericht Idar-Oberstein ;"Amtsgericht Idar-Oberstein 
Postfach 1 14 20
55704 Idar-Oberstein";"Amtsgericht Idar-Oberstein 
Mainzer Straße 180
55743 Idar-Oberstein";AGIO@ko.jm.rlp.de;http://www.mjv.rlp.de/Gerichte/Ordentliche-Gerichte/Amtsgerichte/Idar-Oberstein/;(06781)50120;(06781)501210
Amtsgericht Idstein ;"Amtsgericht Idstein 
Postfach 13 40
65503 Idstein";"Amtsgericht Idstein 
Gerichtsstraße 1
65510 Idstein";verwaltung@ag-idstein.justiz.hessen.de;http://www.ag-idstein.justiz.hessen.de;(06126)93650;(06126)936565
Amtsgericht Ingolstadt;"Amtsgericht Ingolstadt
85046 Ingolstadt";"Amtsgericht Ingolstadt
Neubaustraße 8
85049 Ingolstadt";Poststelle@ag-in.bayern.de;http://www.amtsgericht-ingolstadt.de;(0841)3120;(0841)312406
Amtsgericht Iserlohn ;Amtsgericht Iserlohn ;"Amtsgericht Iserlohn 
Friedrichstraße 108-110
58636 Iserlohn";poststelle@ag-iserlohn.nrw.de;http://www.ag-iserlohn.nrw.de;(02371)6610;(02371)661110
Amtsgericht Itzehoe ;Amtsgericht Itzehoe ;"Amtsgericht Itzehoe 
Bergstraße 5-7
25524 Itzehoe";verwaltung@ag-itzehoe.landsh.de;http://www.ag-itzehoe.schleswig-holstein.de;(04821)660;(04821)662371
Landgericht  Ingolstadt;Landgericht  Ingolstadt;"Landgericht  Ingolstadt
Auf der Schanz 37
85049 Ingolstadt";Poststelle@lg-in.bayern.de;http://www.justiz.bayern.de/lg-in;(0841)3120;(0841)312-289
Landgericht  Itzehoe ;"Landgericht  Itzehoe 
Postfach 16 55
25506 Itzehoe";"Landgericht  Itzehoe 
Theodor-Heuss-Platz 3
25524 Itzehoe";verwaltung@lg-itzehoe.landsh.de;http://www.lg-itzehoe.schleswig-holstein.de;(04821)66 0;(04821)66 1071
Amtsgericht Jena ;"Amtsgericht Jena 
Postfach 10 08 29
07708 Jena";"Amtsgericht Jena 
Rathenaustraße 13
07745 Jena";Poststelle@agj.thueringen.de;;(03641)3070;(03641)307200
Amtsgericht Jever ;"Amtsgericht Jever 
Postfach 1340
26437 Jever";"Amtsgericht Jever 
Schloßstraße 1/2
26441 Jever";AGJEV-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-jever.niedersachsen.de;(04461)9450;(04461)72139
Amtsgericht Jülich ;"Amtsgericht Jülich 
Postfach 23 60
52401 Jülich";"Amtsgericht Jülich 
Wilhelmstraße 15
52428 Jülich";poststelle@ag-juelich.nrw.de;http://www.ag-juelich.nrw.de;(02461)6810;(02461)681164
Thüringer Oberlandesgericht ;"Thüringer Oberlandesgericht 
Postfach 10 01 38
07701 Jena";"Thüringer Oberlandesgericht 
Rathenaustraße 13
07745 Jena";poststelle@tholg.thueringen.de;http://www.thueringen.de/olg;(03641)3070;(03641)307200 /500
Amtsgericht Kaiserslautern ;"Amtsgericht Kaiserslautern 
Postfach 35 20
67623 Kaiserslautern";"Amtsgericht Kaiserslautern 
Bahnhofstraße 24
67655 Kaiserslautern";AGKL@zw.jm.rlp.de;http://www.mjv.rlp.de/Gerichte/Ordentliche-Gerichte/Amtsgerichte/Kaiserslautern/;(0631)37210;(0631)3721404
Amtsgericht Kamen ;"Amtsgericht Kamen 
Postfach 11 20
59172 Kamen";"Amtsgericht Kamen 
Poststraße 1
59174 Kamen";poststelle@ag-kamen.nrw.de;http://www.ag-kamen.nrw.de;(02307)9920;(02307)992112
Amtsgericht Kamenz ;Amtsgericht Kamenz ;"Amtsgericht Kamenz 
Macherstraße 49
01917 Kamenz";verwaltung-p@agkm.justiz.sachsen.de;http://www.justiz.sachsen.de;(03578)338100;(03578)338013
Amtsgericht Kandel ;"Amtsgericht Kandel 
Postfach 12 60
76867 Kandel";"Amtsgericht Kandel 
Landauer Straße 19
76870 Kandel";AGKAN@zw.jm.rlp.de;http://www.mjv.rlp.de/Gerichte/Ordentliche-Gerichte/Amtsgerichte/Kandel/;(07275)98510;(07275)985111
Amtsgericht Karlsruhe ;"Amtsgericht Karlsruhe 
Postfach 10 02 06
76232 Karlsruhe";"Amtsgericht Karlsruhe 
Schlossplatz 23
76131 Karlsruhe";Poststelle@agkarlsruhe.justiz.bwl.de;;(0721) 9260;(0721) 9266647
Amtsgericht Karlsruhe-Durlach ;"Amtsgericht Karlsruhe-Durlach 
Postfach 41 01 20
76201 Karlsruhe-Durlach";"Amtsgericht Karlsruhe-Durlach 
Karlsburgstraße 10
76227 Karlsruhe";Poststelle@agkarlsruhe-durlach.justiz.bwl.de;;(0721) 9940;(0721) 9941880
Amtsgericht Kassel ;"Amtsgericht Kassel 
Postfach 10 19 18
34019 Kassel";"Amtsgericht Kassel 
Frankfurter Straße 9
34117 Kassel";verwaltung@ag-kassel.justiz.hessen.de;http://www.ag-kassel.justiz.hessen.de;(0561)9120;(0561)9122030
Amtsgericht Kaufbeuren ;"Amtsgericht Kaufbeuren 
Postfach 11 42
87571 Kaufbeuren";"Amtsgericht Kaufbeuren 
Ganghoferstraße 9-11
87600 Kaufbeuren";Poststelle@ag-kf.bayern.de;;(08341)8010;(08341)801900
Amtsgericht Kehl ;"Amtsgericht Kehl 
Postfach 17 60
77677 Kehl";"Amtsgericht Kehl 
Hermann-Dietrich-Straße 6
77694 Kehl";Poststelle@agkehl.justiz.bwl.de;;(07851) 8640;(07851) 864235
Amtsgericht Kelheim ;"Amtsgericht Kelheim 
Postfach 11 53
93301 Kelheim";"Amtsgericht Kelheim 
Klosterstraße 6
93309 Kelheim";Poststelle@ag-keh.bayern.de;http://www.justiz.bayern.de/gericht/ag/keh;(09441)5090;(09441)509200
Amtsgericht Kempen ;"Amtsgericht Kempen 
Postfach 10 01 20
47878 Kempen";"Amtsgericht Kempen 
Hessenring 43
47906 Kempen";poststelle@ag-kempen.nrw.de;http://www.ag-kempen.nrw.de;(02152)14900;(02152)149059
Amtsgericht Kempten (Allgäu);Amtsgericht Kempten (Allgäu);"Amtsgericht Kempten (Allgäu)
Residenzplatz 6
87435 Kempten (Allgäu)";Poststelle@ag-ke.bayern.de;http://www.justiz.bayern.de/gericht/ag/ke/;(0831)20300;(0831)203132
Amtsgericht Kenzingen ;Amtsgericht Kenzingen ;"Amtsgericht Kenzingen 
Eisenbahnstraße 22
79341 Kenzingen";Poststelle@agkenzingen.justiz.bwl.de;;(07644) 91010;(07644) 910133
Amtsgericht Kerpen ;"Amtsgericht Kerpen 
Postfach 21 60
50151 Kerpen";"Amtsgericht Kerpen 
Nordring 2-8
50171 Kerpen";poststelle@ag-kerpen.nrw.de;http://www.ag-kerpen.nrw.de;(02237)5080;(02237)508470
